,uri,genres
400,spotify:track:3DDV3CsZan0GcUVZAtvs7N,
401,spotify:track:6jouZcdraQvsbh7SWkLEui,classic girl group
402,spotify:track:2gpLU5dhDI62Oo5I3kzJTZ,adult standards
403,spotify:track:7FS541dJh3iQAEXEZoDhE6,classic soul
404,spotify:track:1ZmWxSdZb8HNwOI7BogERU,adult standards
405,spotify:track:7xt1KHm7ToHgfOaNhvONRR,adult standards
406,spotify:track:3V82GURcde9M2zdVdyHSv4,dixieland
407,spotify:track:04Wi1rcNpKRdIjSt7rtMM5,dance pop
408,spotify:track:6xAKCAHwaAvw9rlwAv3lkD,doo-wop
409,spotify:track:3vfNUZeVUiwWXwsEXjagqL,classic country pop
410,spotify:track:1u7zJy4RUSXclRhswkA6RT,doo-wop
411,spotify:track:5WRxN8I2Ub7i0cABMljTZs,
412,spotify:track:30vrWTWGHRF6mbyCiDMamO,bubblegum pop
413,spotify:track:31hOSi7kPwklmRe1693BHm,american folk revival
414,spotify:track:7xlYVBERqQ6r76euVrL9JS,traditional country
415,spotify:track:79nJj5dMyTsUzKvN5jUXsJ,classic soul
416,spotify:track:3ApktgPHkNDBWaZCWvOKjK,doo-wop
417,spotify:track:6J1O1XuGLW2Gge4emsHtHH,adult standards
418,spotify:track:0wriIh6EH9SvoNdTCJ1pTB,doo-wop
419,spotify:track:0877I2tK4mGWCFfwXsx0qy,adult standards
420,spotify:track:4M732X5J2BE6M8VIHHfxMx,classic soul
421,spotify:track:2qi7QEyfxL2Z2ez9Rd51e0,bubblegum pop
422,spotify:track:5jsxE1nDuRrEgN9gmbWWYS,classic girl group
423,spotify:track:4U6I4CX15zcKLDSCgc0Eab,
424,spotify:track:7nc3VxMGqMKSjdFXGBh9mL,
425,spotify:track:33aC0VE93PEf6dAqYOobRN,adult standards
426,spotify:track:4fLEHNa7LpxcIUhtfmu27x,easy listening
427,spotify:track:5zw4SajQ2IKvjnSWXOSDrh,adult standards
428,spotify:track:2EFuKrTmy6wCB9C7Bvyyia,swing italiano
429,spotify:track:7GjmzKbriJewFNDPJtVjey,cowboy western
430,spotify:track:7xCOKRAH7WCC7stn7fI3aS,bebop
431,spotify:track:1eBR9MdLUnRJRoNa3cpC92,deep adult standards
432,spotify:track:3Id8znxIUtTYNhZsak8Unb,deep adult standards
433,spotify:track:6oM4ryXpuZmbFfBv2sEe7v,bubblegum pop
434,spotify:track:54xxVmu4bycyQ7psgJdzrh,adult standards
435,spotify:track:1txHbsMQPOPqjigbBXTULL,classic girl group
436,spotify:track:4ypZEpTX71A1i5HY8ofw2K,adult standards
437,spotify:track:2x6pbpjVGjiWCcH89IK8AX,adult standards
438,spotify:track:2KLgLcpDBfZmGgGWvDIWOb,classic country pop
439,spotify:track:3TmnUIbelFiDzrhZqavHU0,adult standards
440,spotify:track:1hClDWPgajpLIFjLOkFuau,brill building pop
441,spotify:track:0PfEuXdMQIMgUpbWZcMWd0,
442,spotify:track:0d5XslrblYoeeVM56mijre,rock-and-roll
443,spotify:track:5HlyzoyM2zDRN6efOGE6as,traditional ska
444,spotify:track:2ZxzsmJ093WPTBbsoCf6CN,classic girl group
445,spotify:track:5Mzu8smN6fRBCaUaTytD1W,bubblegum pop
446,spotify:track:6LahUh0U4umx6hDFfVWlGi,classic soul
447,spotify:track:6bZlab0NrNteVppLu9C2Zy,adult standards
448,spotify:track:6rIO7NYAGzLavmQViqelcG,rock-and-roll
449,spotify:track:0Kb1OykZK7OYNqQ58KZ0rj,
450,spotify:track:5hgei65n0pGJ9uUHo8v2en,adult standards
451,spotify:track:5sBtduaaXjBBqzQgvD1bYk,outsider
452,spotify:track:3zmZYAHzV6hz9XHrDB1phU,adult standards
453,spotify:track:7sqK6f8dHVx3Q1GjFrVyGl,adult standards
454,spotify:track:3mFdvJGQEZ4y8LaeJPu5Vl,hammond organ
455,spotify:track:67dN68PBuUplLJA2VoWfsB,easy listening
456,spotify:track:4pm0n3tssKLImGyXPQ3fRY,
457,spotify:track:3oYog20P3yIadymvzWSIZt,deep adult standards
458,spotify:track:4v8ciSnXmcEbALf21N7v0f,halloween
459,spotify:track:2Qm5DrmotzWvqNM3JlcQYo,merseybeat
460,spotify:track:4fQMGlCawbTkH9yPPZ49kP,blues
461,spotify:track:4jmLzvN8QG9V7C06REIMpf,deep adult standards
462,spotify:track:7HgkQxxpt8CW8NqUVJF0Eh,doo-wop
463,spotify:track:7JO0jDBKdB5c1zgUhPMogF,classic australian country
464,spotify:track:6jEqBrapfygeEbxdVqMlvl,american shoegaze
465,spotify:track:4Sz8zFchpHQVQVqVyGz5Jb,classic soul
466,spotify:track:14Z9qaMDQqlwWyhEzKwhDZ,adult standards
467,spotify:track:5PXh3ByMYeMxXu0kTguS0P,rhythm and blues
468,spotify:track:4iZI0Z4A7gSnWGkCSzHjG9,american folk revival
469,spotify:track:0Omt3rVppHIlYFXNL1VWgL,classic soul
470,spotify:track:0mG8Hety4RELeo6p808fcy,classic girl group
471,spotify:track:00meczE1jpLTX0BBzIGrAR,adult standards
472,spotify:track:4tMnrDxy7Vmv7HyK3ZTO2w,adult standards
473,spotify:track:3uwIoa2emQILz6BmH6MtiW,rock-and-roll
474,spotify:track:5fYVHUBPfApPTrgwh831t2,adult standards
475,spotify:track:7cceh0YGz9cbRPZ3haIgLZ,adult standards
476,spotify:track:3GA3PeOsy9cXqj4tRbPRS0,adult standards
477,spotify:track:1PDPPfQjRulZSbbIUcz5v1,rock-and-roll
478,spotify:track:6FXjVsmKPW93LXRFYhfmmw,rock-and-roll
479,spotify:track:4EKhJzaAkrlpamL0SDrSw7,
480,spotify:track:6e6Kxot9nHyZ4I8GgmGKII,classic soul
481,spotify:track:5u2LEgoJU42OiChNLyKcwt,adult standards
482,spotify:track:1Kv9Inxy8zPZCQ3RkoVMF5,brill building pop
483,spotify:track:3nPjP2ChMyflSiqF7ncsnM,indie pop rap
484,spotify:track:7HxGQpDnCpf7Pkb2D73M8H,classic girl group
485,spotify:track:5oNedjftE7D0UM6CnciXQC,nederpop
486,spotify:track:5e7Iydav7OtvZft8sB2pW7,british invasion
487,spotify:track:0x4ijFipSxDfNEge0bpkk1,jazz blues
488,spotify:track:207cqolTfI0vGLW6QrGfFa,rock-and-roll
489,spotify:track:4qTOPi19iQieYQ5q3j3Ho3,doo-wop
490,spotify:track:1lSxosAXNmtgNBMZfFKSpB,doo-wop
491,spotify:track:32ISCMMXXyiRNMyD4Aaufs,deep adult standards
492,spotify:track:5ewcbH8HRUcbDD0UsXa9by,adult standards
493,spotify:track:2hhYxAqLdr49NaNFuifPAa,rhythm and blues
494,spotify:track:4YZzhEfuPRYSAYXLWR2tWH,novelty
495,spotify:track:6YPsVqkhl1JIvZFhqSO5Qy,brill building pop
496,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,classic girl group
497,spotify:track:796Jqu9c6MQcJIG40jCmNd,
498,spotify:track:1VCpk2RhA2ZYVnKEf6hMXg,classic soul
499,spotify:track:7oeacNYuOm66e6QcIxsksw,adult standards
500,spotify:track:00CmjeeHvAVKvx3tcIiZTy,classic soul
501,spotify:track:3kl9waNDdEv2BqDJBu9fuw,bubblegum pop
502,spotify:track:4WhT2YADjcU58IUgroWZQZ,american folk revival
503,spotify:track:12KirOpUDcCAjySIfqxSng,
504,spotify:track:7cNRqg0lbiqBaGeOlA4AEU,adult standards
505,spotify:track:4C76SOnBa9eQDwOwe11hPz,adult standards
506,spotify:track:1EtQ8AIs2pHW6FwFvtYPd7,doo-wop
507,spotify:track:1S321KQRV2MzPq2IYHDXxo,
508,spotify:track:7GHf8dQ2wA71wYOuRsQCZP,brill building pop
509,spotify:track:4tD3blwPwkQ52MPHd5UxrH,nashville sound
510,spotify:track:3240Vl3pFBoPPQXQaQGO0u,adult standards
511,spotify:track:5drU2n9bNbFX3eWzeRqKM8,adult standards
512,spotify:track:50uyExteM1FMKRpOrEurv8,classic nz country
513,spotify:track:3ngYXFSYtF5mHguNCA3JZ0,rhythm and blues
514,spotify:track:5DTOOkooKFUvWj1XQTFa09,nashville sound
515,spotify:track:1aPdVWDcTG2Qn0ziCoHkaG,
516,spotify:track:6zYmF5WIfsj6wU8l1cOFYH,adult standards
517,spotify:track:2EiDXomguI2imTccpvvEiU,
518,spotify:track:44pN9jfSqY3d3lrKuv3QeN,adult standards
519,spotify:track:32jTKWSBvO4A6dK0INCgdC,chicago soul
520,spotify:track:66HiDLgn9SEfdfLPFHWxuZ,
521,spotify:track:2Bs1Lw9LX8hBm70t1iGdlh,brill building pop
522,spotify:track:2yoTFqvgtJgEK68lfUC9Kp,classic girl group
523,spotify:track:2OQ3Agbl52LuI5huZUpqYS,new romantic
524,spotify:track:2SnzwEu9uB9VGCx8Faj97j,chicago soul
525,spotify:track:3uwLRf5h1gnMkOfcjocjGi,bubblegum pop
526,spotify:track:3hqsBLMAqJqrhr434Z7WlA,american folk revival
527,spotify:track:1BSiYIjfWrSKiCnxJu2RwG,classic girl group
528,spotify:track:04uW2l7VrWeo3CJ9rQ5D6M,
529,spotify:track:7dFKoNC2k5qgbXrbcMCHQ0,
530,spotify:track:3Wwy5wlxd8CpKMZGc4Mgjf,surf music
531,spotify:track:7D97JnBT73FWUh9KmRvP9M,
532,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,baroque pop
533,spotify:track:3CH8M5lB931faZDzjCTfVW,adult standards
534,spotify:track:3Q9t1A12iUemHTAWnH7PjD,contemporary country
535,spotify:track:693X5GuzxbuUepd8t1G0HE,adult standards
536,spotify:track:5LtlI4DtIVgiKa4o7yURwE,adult standards
537,spotify:track:5fQEqSNzAkdUhRrgxMd7iH,american folk revival
538,spotify:track:3BZ5MPUF2BjEXpQBmKrL3w,adult standards
539,spotify:track:1Pq47iFLC5U7j8xeNiNcuS,brill building pop
540,spotify:track:6meIeOX3DHdaCnaNw67abE,enka
541,spotify:track:0fonScmHUzC0MglSLn9saA,classic girl group
542,spotify:track:5ggafYsNyKhTR9bISS3OPj,adult standards
543,spotify:track:54sxFj01a5BELIOKHKx5Tm,doo-wop
544,spotify:track:1cpguRdD11njLNH2ZeWygE,bubblegum pop
545,spotify:track:0Q7eey8NSPQEQ3ol75UAAx,nashville sound
546,spotify:track:0ItlbY5mHDSYQd3SOgAlZu,adult standards
547,spotify:track:1j0bGiIr8TI4YwBOHWpWFs,adult standards
548,spotify:track:78HTdAIfx2UBmFWZN4s7A6,adult standards
549,spotify:track:7v8YDCoM60xCPuSbXerImD,classic soul
550,spotify:track:5n6zROqnqMtYXfQ2vazEaz,adult standards
551,spotify:track:5z8DiKSG4EwxmO6gUi12rZ,classic soul
552,spotify:track:2C5p7j2gw7Jr2VAZDiNP4u,classic girl group
553,spotify:track:6vcG9EgeqJUSmmF65lxUm6,brill building pop
554,spotify:track:1Oewmmr12xuhgzvUJ9Q0cf,bubblegum pop
555,spotify:track:5ci1SmCBwodTJrq5zeW4fp,blues
556,spotify:track:6h0LLmMVZY108wNzD5UM6O,beach music
557,spotify:track:10maCTtDF9d49etMTnA45B,novelty
558,spotify:track:6OB7h8xrFU0YBltRwq53ht,children's music
559,spotify:track:7yvOPcquZRqoIxk14gkaMk,classic soul
560,spotify:track:6SvMoVRctg7Z3jDtlYIYlL,motown
561,spotify:track:4anUinKv803lyDD1vaSXhU,surf music
562,spotify:track:6zpiBDoZSOJcXFphdig2wv,horror punk
563,spotify:track:62Yu8QL1g9pdbvN4XL9Rah,american folk revival
564,spotify:track:5Vb0SgInHwS0tq46dApdBY,brill building pop
565,spotify:track:4AFLFG6pyvhBLC37FbDwc2,adult standards
566,spotify:track:5OELUCYgOHKFAvCERnAvfS,contemporary country
567,spotify:track:154uJXAUVoqvV5on0w03a0,northern soul
568,spotify:track:0r3dzk4ewWIFyZKeZA0Hog,adult standards
569,spotify:track:5bA26v8eeZrbHJpD4YPKAX,traditional country
570,spotify:track:5NiFSI8iIDtVm1NCwdYrHS,brill building pop
571,spotify:track:774kJDlv8292VI0UngFPbz,comic
572,spotify:track:4JMl6POnS2IPBpVVwDl06P,
573,spotify:track:4QelFzhVgLomeQhvKrwM1S,adult standards
574,spotify:track:3VgrSJEKBRT3xmwzpaxxEF,classic girl group
575,spotify:track:561jH07mF1jHuk7KlaeF0s,detroit hip hop
576,spotify:track:4xEogH4ggdbZnGtJqnJm1Q,chicago soul
577,spotify:track:3vZyw7jyBpwgIEExgEOGJd,
578,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,baroque pop
579,spotify:track:2uyTuHLAB3unDK1vkjViH5,doo-wop
580,spotify:track:7lCkX8C2en1tHHvryx1ywx,classic soul
581,spotify:track:7jeOETwLUP84mPQzxlD5nh,classic girl group
582,spotify:track:31s2mbxcx4LX1EtZg1fUvA,classic girl group
583,spotify:track:1WN4uNclrDuczTO3bCr8s1,brill building pop
584,spotify:track:0GFnsrK9ywSAh4xFUeabhp,
585,spotify:track:5G0yErsdIKfplod526gygr,rhythm and blues
586,spotify:track:7MKw6Ymv5XMwCfOvCLyl77,beach music
587,spotify:track:3KtLLTfMX9DrrahuU6hLfp,classic soul
588,spotify:track:28ODIjaThE6hBOUAAl7y3W,classic soul
589,spotify:track:49c763ZySFmD7XCCGZyEqf,classic girl group
590,spotify:track:5wcf2upIgIe7I9zkGYC7VF,bubblegum pop
591,spotify:track:5kJez8nvgq0HqhWy3UTQFx,
592,spotify:track:2JwLfiU13mnYuiqcqriOLl,
593,spotify:track:62PQXBFeAgS3iUseNRVPpF,chicago soul
594,spotify:track:0xeSDTXE4yc7AyF5pleSe5,adult standards
595,spotify:track:1xW56U9vlxZ3hspLMvqUY7,classical
596,spotify:track:3ygHAK1w3qP4wp83KXUiiu,
597,spotify:track:22Z6ClJxSRovjPiswfCg3V,rock-and-roll
598,spotify:track:0ijOfCj9PHvhnrX6WXrQns,nashville sound
599,spotify:track:3h681qZSmhBOciAXLl1nsA,brill building pop
600,spotify:track:3jkcKJnxkPwx2aYSQ7D0Wp,adult standards
601,spotify:track:5KES6ut3LAZxmgSOX0ijex,broadway
602,spotify:track:4IJcHdY7t0TcHnmjNtPkil,bubblegum pop
603,spotify:track:44AauRai27QWKEx4dKn0oU,classic country pop
604,spotify:track:4ns69146GVKS3AwM922kTE,belgian singer-songwriter
605,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,classic garage rock
606,spotify:track:1X1wWToIWDxbbV5WGN23D8,brill building pop
607,spotify:track:37o6qDvBt3WBejQdFKNSui,baroque pop
608,spotify:track:602rnDrA59nfIEcX5Qrlcx,memphis blues
609,spotify:track:1msykqPE0qoZig4nb9khI0,classic soul
610,spotify:track:0Fo4AegNJBom5NMfhv37Uj,chicago soul
611,spotify:track:51P4cUN0BKFM5tKmF8xpRQ,doo-wop
612,spotify:track:0Of6J0VrkGeNm8YRpTYby9,rain
613,spotify:track:3mwiyHBHfAzOe89MwqJeEb,adult standards
614,spotify:track:2cBcDL88A6c5IoFWceo7C7,adult standards
615,spotify:track:2s45jzEVXjE0Y0Fu6CjG5u,classic girl group
616,spotify:track:0dmWHd1MlljUv04aIy4wkq,doo-wop
617,spotify:track:6u3gUOpOWar583e7yxZpHF,classic girl group
618,spotify:track:0RAJ08NoFTQoxf7OY96zit,northern soul
619,spotify:track:6XRkqwxyWLyEGIN8pnMqAi,
620,spotify:track:7EjyzZcbLxW7PaaLua9Ksb,classic garage rock
621,spotify:track:3XqTmJFE8Tnm0hn5dNeUEG,adult standards
622,spotify:track:33yeTx321qQCaLyh2nE6BY,adult standards
623,spotify:track:4pbG9SUmWIvsROVLF0zF9s,beatlesque
624,spotify:track:7ngRS53kqxLcEt9Pythc5d,brill building pop
625,spotify:track:7xAJpAeopaV6rilu3iiwME,surf music
626,spotify:track:5LV5LgYnApxTF0BoZ3cDye,bubblegum pop
627,spotify:track:27FhNKYP8B0F3teHdcD5ob,chicago soul
628,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,beatlesque
629,spotify:track:6YnmHAcCismbkSBRmtmEaA,adult standards
630,spotify:track:2BQZvZsA9SRafvWEBSQnri,adult standards
631,spotify:track:01IpNtCBRCrPj91rgARPl3,beach music
632,spotify:track:6uqPpCZXAT00AQPZgaI6hp,chicago soul
633,spotify:track:15R2K4cl8kXVLcOmKW97ZZ,
634,spotify:track:6mTiJMXmZjSf1HwSfK1vAR,surf music
635,spotify:track:7tAwfqQWDA1dLKiLvn8EgH,adult standards
636,spotify:track:6EHuOufBeL6vk3TvVJB5qo,beatlesque
637,spotify:track:4FuY9TaO1Su5gh56WDcY2s,classic garage rock
638,spotify:track:11p8gGHiZ3zOJbU3CfFTiN,deep adult standards
639,spotify:track:2stpBzukWP5LxmqEY2k5vO,brill building pop
640,spotify:track:5L0L3RyON6g8avnI20uubN,baroque pop
641,spotify:track:4QBAiXG5GqENph08jFmVmt,adult standards
642,spotify:track:4I6OrFObPlJNl1bP2KZTjA,adult standards
643,spotify:track:4UcxTnA6C5vCW79PIZ38Vx,classic soul
644,spotify:track:31A3oqQxDLdG9HRx45z62d,adult standards
645,spotify:track:3EQBI1Fiv7z3QfqTeb9Tqk,beatlesque
646,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,beatlesque
647,spotify:track:17YtDVU9bUluyihdOKWfxu,classic oklahoma country
648,spotify:track:63kd4m3VFxcJjPVVtbVNAu,adult standards
649,spotify:track:3qoNRhQuqbAG4uXrPx2aSk,chicago soul
650,spotify:track:2ZLVZFxbt5y0jXj1Ljcm2d,adult standards
651,spotify:track:2w8oMeJjXn1KTnU2fr9eFB,british invasion
652,spotify:track:3496rr5XSGD6n1Z1OKXovb,memphis soul
653,spotify:track:0zABw1PtGYHsU4VDpDZsra,british invasion
654,spotify:track:7Aobt67JnaF7qN8jCCKvHq,beatlesque
655,spotify:track:4591VqUIXysNlmI5NcAIUd,classic soul
656,spotify:track:3bMt6mpqpDiCRQ3poewMAo,british invasion
657,spotify:track:0zbu6qCs5kqT8q3Zo0QWym,hip hop
658,spotify:track:2BPEPkeifa5LoOg2Cq9bkx,bubblegum pop
659,spotify:track:4GwosqCFTn7RKfyPgy3kWW,
660,spotify:track:3VbGCXWRiouAq8VyMYN2MI,beatlesque
661,spotify:track:3HZMEIZY9Z6GdhPaG5bAK2,adult standards
662,spotify:track:7zSK6bhZumwZxkt1GP7WGo,japanese chillhop
663,spotify:track:7vVG9xbmNQrtdSPTi7KDUm,classic girl group
664,spotify:track:4JLftssaZA9VKwV5bLyaxQ,adult standards
665,spotify:track:2dodN02GgtiwitKWpDs9Ax,beatlesque
666,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,adult standards
667,spotify:track:0FJvDWhO9BA3SnXeaqWET0,fantasy
668,spotify:track:1g5dBKKnqTB7vDTfZ6cCXr,
669,spotify:track:7Msq9qojB7yORuJvz49iUy,beatlesque
670,spotify:track:3qjl89Zx45QpRL0o6wTvDM,british invasion
671,spotify:track:0AfseROXCjDFXudJKAH0Zc,adult standards
672,spotify:track:3sHGi1Ldr0JfoeZMoV9sNO,classic soul
673,spotify:track:01QicLin8hNjIcUDuE0nRP,british invasion
674,spotify:track:6vOJGIYpiEgYh4Vjx47c4w,dixieland
675,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,baroque pop
676,spotify:track:5IM6psLoDLytszopZz9ZOm,jamaican ska
677,spotify:track:5QqdnAVnNCfWp9CZ3pi5a0,bubblegum pop
678,spotify:track:7DhKmbyNt2XsyO1XPswsDb,solo wave
679,spotify:track:2KCJYwlBWxdlwyIYckIf6V,album rock
680,spotify:track:5KITgZRmX2gNeQb1FgDXw4,merseybeat
681,spotify:track:3qt3ybU6MScMxMKL2TYBvt,blues
682,spotify:track:4qGfJb2KByjvzrwo8HNibg,bebop
683,spotify:track:5J2CHimS7dWYMImCHkEFaJ,beatlesque
684,spotify:track:5I9sHwLDX28tLtzVgKLtpr,adult standards
685,spotify:track:69RH84na5iUNwrwxpgjC5j,adult standards
686,spotify:track:4F2w3xgfaVJdCSAqDtJULv,bubblegum pop
687,spotify:track:1UBcwKIAUHo7BYAvae6yeA,adult standards
688,spotify:track:65jrjEhWfAvysKfnojk1i0,adult standards
689,spotify:track:20iH1uibQIUqNFk3wzG7AG,classic country pop
690,spotify:track:4lvd9RUYyT5BGG1URmeUJz,brill building pop
691,spotify:track:1XrDOY72ujhevh3xihK4Ox,detroit rock
692,spotify:track:4YkN3JlceD5n2aMqL1kFnH,vocal jazz
693,spotify:track:52fvvav4fVp7o6mL9SxuGF,beatlesque
694,spotify:track:7BY005dacJkbO6EPiOh2wb,album rock
695,spotify:track:4IQ0Qa0xJ5ZgbzZ2jyrxC0,british invasion
696,spotify:track:4RJi2cYNOxfklHZZ7foR2y,northern soul
697,spotify:track:601a0vnyLYe7pzLKVjKSha,british invasion
698,spotify:track:5GvVxxwieOVIlZaCU9bG0R,classic garage rock
699,spotify:track:2JrxqUksBwyRvJYVabn9f7,chicago soul
700,spotify:track:65vdMBskhx3akkG9vQlSH1,beatlesque
701,spotify:track:4DR1rowKc2WeuCQS7wyQBI,brill building pop
702,spotify:track:6FT83pFXKhDlXDsNJFAHWz,blues
703,spotify:track:48i055G1OT5KxGGftwFxWy,adult standards
704,spotify:track:48ZjHLkaHpXIlGGYUlb3bZ,british blues
705,spotify:track:6rLqjzGV5VMLDWEnuUqi8q,classic girl group
706,spotify:track:6xBlFsN225fidmyuEIApR3,adult standards
707,spotify:track:48obzdkQV1biEq8cPsGLys,
708,spotify:track:51FeytYQARk2UoFCDBZ3RG,british invasion
709,spotify:track:2ulPFs59dOCrd6JLkvNIJR,baroque pop
710,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,classic soul
711,spotify:track:5lZ3sezVWHTpmdVbHyMDBT,motown
712,spotify:track:56AecW9Anb0CY6HpgWvcg9,acoustic pop
713,spotify:track:5uES1C2NgkdrNHiCwf9jRr,adult standards
714,spotify:track:6wzLLGFlWQ5jqTL13MU069,brill building pop
715,spotify:track:3DzwsdqmeL60taVeshJ8WP,british invasion
716,spotify:track:252YuUdUaC5OojaBU0H1CP,bubblegum pop
717,spotify:track:45tNymiGXb2afxk7opDlmA,adult standards
718,spotify:track:0mD2pnYVF8DB3oqtY5KM8h,classic country pop
719,spotify:track:1cGSH1k0A1WtCzpvdW5zuN,bubblegum pop
720,spotify:track:7iPiOABYfkx6iCTAhtVBbm,british invasion
721,spotify:track:4SKybaVsHrSxfU6f8W6KT3,british invasion
722,spotify:track:5GHbWzjRy1XfnTf5rkA8bf,cowboy western
723,spotify:track:5KG2ahk1cONbHvg3dBdTbx,adult standards
724,spotify:track:4Wzt8Dm4xpO3LjWDecP4bA,baroque pop
725,spotify:track:2jaN6NgXflZTj2z9CWcqaP,album rock
726,spotify:track:29SyMC0plk6qw8NMF7lfRL,album rock
727,spotify:track:307kcWJQNMdiYYKj1LgClU,adult standards
728,spotify:track:2KZW32MflXk3curke9TPGo,bubblegum pop
729,spotify:track:2VEscR4rZTmomHg6tLT4MX,
730,spotify:track:0nKb6gYFt0jgs6c2nmqvSm,rock-and-roll
731,spotify:track:4MFU8kCLOQD9nV03Gfvrkn,baroque pop
732,spotify:track:0bYjPXZEUYYhMwmd5KpVK1,
733,spotify:track:3Z0HZzzDMW7jbkYEvMeAYu,british invasion
734,spotify:track:5hhF25sWnZvXhimOHLjTRE,beatlesque
735,spotify:track:5u6gmrJaLVWj1wjhdT2REm,british invasion
736,spotify:track:0mVTT4eqN3TbcieL6ShnDH,adult standards
737,spotify:track:538IUnkjiDgU9Ndhf1wN2f,classic soul
738,spotify:track:3hDpZwNGmrnREv7mp5BPAn,chicago soul
739,spotify:track:77ovTmJNs9XU0pDAA7VLFH,doo-wop
740,spotify:track:7GzisMgxLZgCi0Ed3yTw9y,adult standards
741,spotify:track:1tuivE7XrJtvLu7qkMl6Zx,merseybeat
742,spotify:track:6vsb1bU8oW7iqtjH2GeEaS,beatlesque
743,spotify:track:2cIcDvJYzdJBWzMUrMS2aM,british blues
744,spotify:track:2271qTmPggEs2srV3i4g2e,doo-wop
745,spotify:track:6UEa75MpFun3egYz0MTsf0,british invasion
746,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,classic soul
747,spotify:track:1wQjtqCtUqvaV6CjPKIGdc,northern soul
748,spotify:track:44zDLad2CZrhWg2lg9nfuy,british invasion
749,spotify:track:545PsoburZUtR9z75I2wjj,northern soul
750,spotify:track:78JmElAFmrPNhLjovDR9Jm,album rock
751,spotify:track:745H5CctFr12Mo7cqa1BMH,memphis soul
752,spotify:track:5naGmbqRY9AlitnRgbw0uX,classic soul
753,spotify:track:1LuCusyHRvBoatTqAn1PwJ,bubblegum pop
754,spotify:track:7EsyuIBXcGcEWGdkZMAIJi,
755,spotify:track:4Gx5o90mo9HYZxE9GoxcP8,adult standards
756,spotify:track:1Dg4dFJr3HW7sbA7vPejre,beatlesque
757,spotify:track:5AxeiXkrfb2e4PsZ02CSyC,baroque pop
758,spotify:track:3XG7bMVcMWLIn2k9jLAaAt,classic country pop
759,spotify:track:1ku1Ld7gd76GPxOphoQiR6,
760,spotify:track:3NFScsiDPfCzKgQQUL0674,british invasion
761,spotify:track:3kOrjPYYNLlWp7RJlzyg66,brill building pop
762,spotify:track:2mws4tIE5QT2b345hoCe0x,classic soul
763,spotify:track:52FlwUMMDnTK8TGkCag9Jd,adult standards
764,spotify:track:4R5GwH2wMDevymrV50a8hF,beatlesque
765,spotify:track:4GXXOBUEpCr58TFHIkLrZ0,ballroom
766,spotify:track:5p1mIf9CzTzIiqH6V583qs,
767,spotify:track:3QocetoLEKqVluufHY2UOz,british invasion
768,spotify:track:2Zk0eoq7d6Vw0fRVRXPWnc,classic soul
769,spotify:track:0jUfBCWrfrZGueD8MjvgMo,british invasion
770,spotify:track:1WPqawIF9HCKfSOt7mN6X0,classic girl group
771,spotify:track:6RVa3q69A60STBo85DpqfT,adult standards
772,spotify:track:2U8i316GHJMluI42xqbThK,deep adult standards
773,spotify:track:3sFnC76vUu0dtHUM5Z5bLL,album rock
774,spotify:track:7r0EUONfPUZ8SD1vu4ro27,adult standards
775,spotify:track:7mnDpb8u9sqeJ9uu1x3H2I,album rock
776,spotify:track:1GJCJpKYfzRUsYnSRy4Mfz,british invasion
777,spotify:track:6AxrqcdIE5lSjXxKUyBAU0,british invasion
778,spotify:track:7CZiDzGVjUssMSOXrDNYHL,beatlesque
779,spotify:track:6sm028EoGuUbVnzC6pDaNx,british invasion
780,spotify:track:4JxKHEtoBlaw6GlJPJYQo8,british invasion
781,spotify:track:7foiOmd1Je7Z0D3TaZCDro,album rock
782,spotify:track:38KTIenSEnoGNGLUrYdFLV,easy listening
783,spotify:track:18mQsjnzKoKIBsdQFd1Fvu,dutch rock
784,spotify:track:3Qg7WE98qRezh4Jq9fCKr8,adult standards
785,spotify:track:4GNmvOYZW11lGzcZm0FKGY,bubblegum pop
786,spotify:track:70EUOJoFKWuzPCyHl6l6nL,
787,spotify:track:3haZcHm3HydDVxm3je3Zmg,baroque pop
788,spotify:track:2WjW8DjQru6Ic4KvYDqLys,adult standards
789,spotify:track:1Vzr9AOdHw65UHoK1Vuxls,rock-and-roll
790,spotify:track:6b6IMqP565TbtFFZg9iFf3,classic soul
791,spotify:track:4PXJjX7PQGzCh4G5WR4Pli,classic garage rock
792,spotify:track:4y9TLt6y1Lh12vLUCiSqOc,classic country pop
793,spotify:track:3TlIt0ReIxPsVZcOEivT5U,adult standards
794,spotify:track:2dKxzd3AMmGpBvKhtsWzI8,classic oklahoma country
795,spotify:track:6ZYvCY3zyajhHunwbDrCtx,cosmic american
796,spotify:track:2fGe1krTxovW7xsgiaHkrN,beatlesque
797,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,album rock
798,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,album rock
